# add, depth 1
(~ ((~ x) + (- (x ^ (x ^ y))))), x + y
(~ (((~ ((- ((- (~ (x + (~ x)))) | ((~ (x + y)) + ((- y) + (- ((- y) + (- y))))))) | (~ y))) | y) + ((~ (x + y)) + ((- y) + (- ((- y) + (~ (- ((- y) + (- (~ (y & (~ y))))))))))))), x - y
(- (((~ (~ (((- ((~ (~ (x & (~ x)))) | (y + (~ ((- y) + (~ (- y))))))) + (- (x + (- y)))) & (~ y)))) | ((- (x + (- y))) + (- (y + (~ ((- y) + (- ((~ (- y)) + ((- (~ (- y))) + (- (~ (- y)))))))))))) + y)), x - y
(~ (((~ (((~ (~ ((- (~ ((- x) + (~ (((x + (~ x)) ^ (y & (~ y))) & y))))) | (- y)))) & (- y)) + (x + y))) & y) + (~ (~ ((~ (((~ (~ ((- (~ ((- x) + (~ (((x + (~ x)) ^ (y & (~ y))) & y))))) | (- y)))) & (- y)) + (x + y))) | y))))), x - y
((x ^ (x & (~ (((((~ (~ (x | (~ ((~ ((~ x) | y)) | (~ y)))))) | (~ (x | y))) | (((((~ (~ (x | (~ ((~ ((~ x) | y)) | (~ y)))))) | (~ (x | y))) ^ (~ (~ (x | y)))) ^ (~ (~ (x | y)))) | (~ (~ (x | y))))) + (- (~ (x | y)))) & (~ (~ (x | (~ (x | y))))))))) + (- y)), x - y
((~ (((- ((- x) & y)) + (((- x) & y) + ((- x) & y))) | y)) + (- (~ (x | (~ (~ (x & ((~ y) + ((~ ((- y) | ((- y) | (~ (y | (- y)))))) ^ (y | (- y))))))))))), x - y
((~ (x + (- y))) ^ ((~ ((x + (- y)) | ((~ y) ^ (~ ((~ y) & (y ^ (~ (y + (y & (~ y)))))))))) ^ (y | (~ y)))), x - y
(x ^ (~ (x ^ ((- x) + (~ (- (~ ((~ ((~ ((~ ((x | (x & (~ y))) ^ (x & (~ y)))) & (x & (~ y)))) & y)) ^ (((~ ((~ ((x | (x & (~ y))) ^ (x & (~ y)))) & (x & (~ y)))) & y) & (~ (~ ((~ ((~ ((~ ((x | (x & (~ y))) ^ (x & (~ y)))) & (x & (~ y)))) & y)) & (- (~ ((~ ((~ ((x | (x & (~ y))) ^ (x & (~ y)))) & (x & (~ y)))) & y))))))))))))))), x - y
(- (~ (((~ ((- ((~ ((~ ((~ (- x)) + (- y))) | (~ ((- x) | (~ (- x)))))) + (- (~ (- (~ ((~ ((~ (- x)) + (- y))) | (~ ((- x) | (~ (- x))))))))))) & (~ ((~ ((- x) | (~ (- x)))) | (~ ((~ ((- x) | ((- x) & ((- x) & ((- x) ^ y))))) + (- y))))))) ^ (~ y)) ^ y))), x - y
(x + (((- (x + (~ x))) + (- ((~ ((- (x + (~ x))) ^ (~ (- (x + (~ x)))))) + (- (~ ((~ ((~ (~ ((- y) | (~ (- y))))) + (- (~ ((- y) | (~ (- y))))))) + (y + (- (~ ((- y) | (~ (- y)))))))))))) + (~ ((- (x + (~ x))) | (~ ((- (x + (~ x))) & (- ((~ ((- (x + (~ x))) ^ (~ (- (x + (~ x)))))) + (- (~ (y + (~ ((- y) | (~ (- y))))))))))))))), x - y
((((x ^ (- (~ (((- (~ x)) + (~ (- (~ x)))) & (x | (~ x)))))) | (~ ((x ^ (- (~ (x | (~ x))))) & (- (y | (~ ((~ y) | (- y)))))))) & (- ((~ (((~ (~ (x | (~ (x & (~ y)))))) ^ y) | (- y))) | y))) + (x ^ (- (~ (x | (~ x)))))), x - y
((~ ((~ ((((- (~ (~ (x | (~ x))))) + (~ y)) + (~ y)) + (- (~ y)))) | ((- (~ y)) + ((~ y) + (- y))))) | (x + ((- (~ y)) + ((~ y) + (- (y ^ (y & (~ (y | (- y)))))))))), x - y
(~ ((~ ((x ^ (~ x)) & ((~ (- (~ ((~ ((~ (x ^ (~ (y & (~ y))))) + y)) + y)))) + (- (~ (- y)))))) & (~ ((~ (- (~ ((~ ((~ (x ^ (~ (y & (~ y))))) + y)) + (y | (y & (~ (y & (- y))))))))) + (- (~ (- y))))))), x - y
(x + (- (~ ((~ (- x)) + ((~ (~ ((- x) | (~ (- x))))) & ((- x) + (- (~ (((~ (- x)) + (- (x + (~ ((x | (~ (x & (~ (x & y))))) & y))))) ^ ((- x) | (~ (- x)))))))))))), x - y
(- (~ (x + (~ ((((~ ((x | (~ x)) ^ (x + ((~ ((x & (- (y & (~ y)))) & (- (y & (~ y))))) & (- (y & (~ y))))))) & ((~ ((x | (~ x)) ^ (x + ((~ ((x & (- (y & (~ y)))) & (- (y & (~ y))))) & (- (y & (~ y))))))) | (- ((x | (~ x)) ^ (x + ((~ ((x & (- (y & (~ y)))) & (- (y & (~ y))))) & (- (y & (~ y))))))))) & y) | y))))), x - y
((x + (~ (x + (~ x)))) + (((~ (- (x + (~ ((x ^ (~ x)) & (x + (~ (x & (~ (x & (~ (x | (~ x))))))))))))) + (- (x + (~ (x + (- (x + (- (x + (~ x)))))))))) & (- y))), x - y
((x | ((x | (x & (x | (x & (- ((~ ((- ((x + (- y)) | y)) + (((x + (- y)) | y) | y))) ^ (~ y))))))) & (x & (- (((x + (- (~ ((~ y) + (- (y & (~ y))))))) | y) & y))))) + (- (((x + (- y)) | y) & y))), x - y
(- ((- (~ (~ ((~ ((((~ ((- (~ (x | (~ x)))) ^ (x + y))) + (y + y)) | (~ ((~ ((~ (x + y)) + (y + y))) | (~ y)))) & y)) | y)))) + (((~ (x + y)) + (y + y)) | (~ ((~ ((~ (x + y)) + (y + y))) | (~ y)))))), x - y
((~ ((~ ((~ ((~ ((~ (- (~ x))) & (~ (x & (~ x))))) + (~ (x & (~ ((~ x) & (~ ((~ x) | (~ (~ ((~ x) & (y + y)))))))))))) & (~ (x + (- y))))) ^ (x + (~ x)))) & (x + (~ x))), x - y
(((~ (~ ((~ ((~ x) ^ (~ (x | y)))) & (~ (((~ x) & (~ y)) | (~ (x | y))))))) + ((~ (~ ((~ ((~ x) ^ (~ (x | y)))) & (x | y)))) + (- (~ (- y))))) + (((~ x) ^ (~ (x | y))) | (~ ((~ ((~ x) ^ (~ (x | y)))) & (((~ x) ^ (~ (x | y))) | (x | y)))))), x - y
(((- (~ (((~ ((x & ((~ ((~ ((- ((~ x) + (- ((~ x) | y)))) | (~ y))) & y)) ^ y)) + (~ (x & (~ (x & y)))))) ^ (x | (x & (~ (x & y))))) + ((~ ((x & ((~ (((~ x) & y) & y)) ^ y)) + (~ (x & (~ (x & y)))))) ^ (x | (x & (~ (x & y)))))))) + (~ ((~ ((x & ((~ (((~ x) & y) & y)) ^ y)) + (~ (x & (~ (x & y)))))) ^ (x | (x & (~ (x & y))))))) + (- y)), x - y
(~ ((- x) + (((- x) & (~ (- x))) + (~ (x + ((((~ ((- ((- x) + (- (x ^ (x ^ y))))) | y)) + (x + y)) + (- (~ (~ ((~ ((- ((- x) + (- (x ^ (x ^ y))))) | y)) | (x + y)))))) + (- (x + y)))))))), x - y
((~ (~ ((~ (- (~ (((~ (- (~ (- (~ x))))) + (- (~ y))) & ((~ ((~ (- (~ (- (~ x))))) + (- (~ y)))) | ((~ (- (~ (- (~ x))))) + (- (~ (y | (y & (y ^ (y + y)))))))))))) & (x | (~ x))))) | (x + (- y))), x - y
(x + ((x & (x & (x ^ (~ (- (y + (- ((- (~ y)) + (~ (y & (y | (~ y)))))))))))) | (- (y + (- (~ (y + (y ^ (~ (~ (y | (y + (~ y))))))))))))), x - y
((~ (x + (~ x))) + ((- ((- (x ^ (~ (x | ((~ ((- x) | ((- x) + (- x)))) | (~ (x & (- x)))))))) + y)) & ((~ (((- ((- (x ^ (~ (x | (~ (x & (- x))))))) + y)) | (~ ((~ (- ((- (x ^ (~ (x | (~ (x & (- x))))))) + y))) & y))) & y)) | y))), x - y
(- ((- x) + (- ((- (((~ (- x)) & (~ (~ ((~ (- x)) | ((- x) & (~ (- x))))))) | (~ (~ ((- x) | (~ ((~ (x & y)) | y))))))) + (~ y))))), x - y
((~ ((~ (((~ x) ^ (y | (- (y & (~ y))))) ^ y)) + ((- y) | (~ (~ (y & (~ y))))))) ^ (x | (~ (((~ (((~ x) ^ (y | (- (y & (~ y))))) ^ y)) + ((- y) | (~ (~ (y & (~ y)))))) & (~ ((~ (((~ x) ^ (y | (- (y & (~ y))))) ^ y)) + ((- y) | (~ (~ (y & (~ y))))))))))), x - y
(((~ (x | (~ x))) & (~ ((~ (x | (~ x))) | (~ ((x + (- ((x & ((x + (- y)) + y)) + (- ((x + (- y)) + y))))) + (- y)))))) + (~ ((~ (x | (~ x))) | (~ ((x + (- ((x & ((x + (- y)) + y)) + (- ((x + (- (y | (~ ((~ y) | (- y)))))) + y))))) + (- y)))))), x - y
(((~ ((~ ((- (~ ((- (x + (- y))) + (~ (- (x + (- y))))))) + ((- (x + (- y))) + (- y)))) | (((- (~ ((- (x + (- y))) + (~ (- (x + (- y))))))) + ((- (x + (- y))) + (- y))) | (~ ((- (~ ((- (x + (- y))) + (~ (- (x + (- y))))))) + ((- (x + (- y))) + (- y))))))) + (- (((- (~ ((- (x + (- y))) + (~ (- (x + (- y))))))) + ((- (x + (- y))) + (- y))) | (~ ((- y) + (~ (- y))))))) + (- y)), x - y
(((((~ x) ^ (~ (~ (x | (~ (x & (- ((~ ((~ (x & y)) | y)) | y)))))))) + (- (~ (x | (~ (x & (- ((~ ((~ (x & y)) | y)) | y)))))))) + (~ (x | (~ (x & (- ((~ ((~ (x & y)) | y)) | y))))))) + (- ((~ (((((~ x) ^ (~ (~ (x | (~ (x & (- ((~ ((~ (x & y)) | y)) | y)))))))) + (- (~ (x | (~ (x & (- ((~ ((~ (x & y)) | y)) | y)))))))) + (~ (x | (~ (x & (- ((~ ((~ (x & y)) | y)) | y))))))) | (~ ((((~ x) ^ (~ (~ (x | (~ (x & (- ((~ ((~ (x & y)) | y)) | y)))))))) + (- (~ (x | (~ (x & (- ((~ ((~ (x & y)) | y)) | y)))))))) + (~ (x | (~ (x & (- ((~ ((~ (x & y)) | y)) | y)))))))))) + (((~ ((~ (x & y)) | (~ ((~ (x & y)) & y)))) + (~ ((~ (x & y)) | y))) | y)))), x - y
((x + ((- (~ ((~ ((- (~ ((- (~ y)) | (~ (- (~ y)))))) + ((- (~ y)) + (y | (~ y))))) | ((- (~ y)) + (y | (~ y)))))) + (- ((y | (~ y)) + (- (y + ((~ y) + (- y)))))))) & (~ (((- (~ ((~ ((- (~ ((- (~ y)) | (~ (- (~ y)))))) + ((- (~ y)) + (y | (~ y))))) | ((- (~ y)) + (y | (~ y)))))) + (- ((y | (~ y)) + (- (y + ((~ y) + (- y))))))) & (~ ((- (~ ((~ ((- (~ ((- (~ y)) | (~ (- (~ y)))))) + ((- (~ y)) + (y | (~ y))))) | ((- (~ y)) + (y | (~ y)))))) + (- ((y | (~ y)) + (- (y + ((~ y) + (- y))))))))))), x - y
(((((~ x) | (x ^ ((~ x) & (x + (~ x))))) | ((- (x | (~ x))) & ((x | (~ x)) & (- (x | (~ x)))))) + (x + ((- (x | (~ x))) + (- (x ^ (~ x)))))) + (~ y)), x - y
((x | ((x | (~ (x | (x | y)))) & (x | y))) + (~ (((~ (- y)) + (- (~ (y & (y ^ (- y)))))) + ((- y) | (~ ((y ^ (- y)) & (y & ((y ^ (- y)) | (y + (- (y ^ (- y)))))))))))), x - y
((~ (x & (~ x))) + (- ((~ (- (x ^ (x ^ (((~ ((((x ^ (- (x + (- y)))) | (- (x + (- y)))) | (- (x + (- y)))) | (- (x + (- y))))) & (- (x + (- y)))) + (- (x + (- y)))))))) | ((~ (x + (- y))) & (~ (- (~ (x + (- y))))))))), x - y
(- (~ ((~ ((~ ((~ (- x)) + ((x | (~ (x & (x | (x ^ (- x)))))) & y))) + (((x | (~ (x & (x | (x ^ (- x)))))) & y) + ((x | (~ (x & (x | (x ^ (- x)))))) & y)))) & (~ (~ (x | (~ x))))))), x - y
(x + (- (((~ (x & (- x))) | (y & (y ^ ((y + y) + (- ((y + (- ((- y) | (y & (~ y))))) & (y & (y + y)))))))) & (y & (y ^ ((y + y) + (- ((y & (y + y)) & (y + (- ((y & (~ y)) | (~ (y + (- (y + (- (~ (- y)))))))))))))))))), x - y
(- (((~ (~ ((((~ (- x)) ^ (((- x) + y) + (- y))) & (((- x) + y) + (- y))) & ((((- x) & (~ (y & (~ y)))) + y) + (- y))))) + y) ^ (x & (~ (x | (~ ((~ x) | (x | (- x))))))))), x - y
(x + (- (((~ ((x ^ (~ ((~ ((- x) + (x + x))) ^ y))) | y)) & y) | (x ^ ((~ (x & ((~ ((- x) + (- (~ (- ((- x) + (- (~ (- x))))))))) ^ y))) + (x + (- (x | ((~ ((- x) + (x + x))) ^ y))))))))), x - y
((~ ((~ ((x | ((- x) + (x + (- y)))) | (~ (x | (~ (x | (~ (~ (x | (- y)))))))))) ^ (~ (x | (~ (x | (~ (~ (x | (~ (~ ((~ ((~ x) | (- y))) | (- y))))))))))))) + (- y)), x - y
((~ ((~ (- ((- (~ ((~ x) | (~ ((~ (x | y)) | (- ((- (~ (x | y))) + ((- (~ (- (~ (x | y))))) + (~ ((- (~ (x | y))) + (- ((~ (x | y)) & (~ (~ (x | y))))))))))))))) + (- (~ ((~ (x | y)) | (- ((- (~ (x | y))) + ((- (~ (- (~ (x | y))))) + (~ ((- (~ (x | y))) + (- ((~ (x | y)) & (~ (~ (x | y)))))))))))))))) | (~ (~ (x | y))))) | (x + (- y))), x - y
((~ x) + (- ((- (((~ x) + y) + (- x))) ^ ((((~ x) + y) + (- x)) ^ (~ (~ ((~ (~ ((~ (((~ x) + y) + (- x))) | ((((~ x) + y) + (- x)) + (~ ((((~ x) + y) + (- x)) | ((~ (((~ x) + y) + (- x))) | ((- (((~ x) + y) + (- x))) + (~ (~ (x | (((~ x) + y) + (- x))))))))))))) & (- (((~ x) + y) + (- x)))))))))), x - y
(~ ((~ ((- ((~ (- (~ x))) + (- (~ ((- (~ x)) + ((- (~ x)) + (- y))))))) & (~ ((- ((- (~ x)) + (- y))) | ((- (~ (x | (- (x & (~ (x | (~ x)))))))) + (- y)))))) & ((- ((- (~ x)) + (- y))) + (- (x & (~ (x | (~ x)))))))), x - y
(x + ((- ((- ((~ ((((~ x) | (~ (y & (y | (~ y))))) & y) | (~ (~ (x & y))))) + (- (~ (x & y))))) | y)) | (~ (~ (x & ((~ ((~ x) & (~ (x | (- (((~ (x & y)) & y) | y)))))) & (~ (x | (- (((~ (x & y)) & y) | y)))))))))), x - y
(x + (- (~ ((- ((- ((- (((- ((~ x) | (x | (~ x)))) + (x + (~ x))) + (- (((- ((~ x) | (x | (~ x)))) + (x + (~ x))) & (x & (~ ((- ((~ x) | (x | (~ x)))) + (x + (~ x))))))))) + (x + (~ x)))) + (~ (x | (~ x))))) + (- y))))), x - y
(~ ((~ (x | (~ x))) + (~ (((- (~ (x | (~ x)))) + (~ (- (~ (x | (~ x)))))) & ((x + (- ((- (~ ((- (~ ((- y) | (~ (- y))))) & (~ (~ ((- (~ ((- y) | (~ (- y))))) | (~ ((- (~ ((- y) | (~ (- y))))) | (~ (- (~ ((- y) | (~ (- y)))))))))))))) + ((~ ((- y) | (~ (- y)))) + (~ (- (~ ((- y) | (~ (- y)))))))))) + (- y)))))), x - y
(~ (((~ (x & (- (((~ x) & (~ ((x | (x | (- (~ y)))) & (~ (x | (- (~ y))))))) + (- (~ ((x | (x | (- (~ y)))) & (~ (x | (- (~ y))))))))))) + y) | (~ (x + (x ^ (~ (x & (~ x)))))))), x - y
(((~ x) + (- ((- x) + ((- (x & (~ ((~ (x & y)) & y)))) + (~ (- (y | (- (y + (- (y + y))))))))))) ^ ((~ (((- x) + (x + x)) | (x | y))) & y)), x - y
(~ ((~ (((x & ((x + (~ x)) ^ (~ (x | (x + (- y)))))) + (- (~ (~ (y & (y | (~ (- y)))))))) | ((x & (~ (x | y))) & (x + (- y))))) & (~ ((x & (~ (x | y))) | (x + (- y)))))), x - y
((~ ((~ x) + y)) | ((- ((~ ((~ x) & (~ y))) & y)) + (x ^ (- ((((~ x) | ((- (~ ((~ y) | (~ (y + (~ y)))))) & (~ (- y)))) & ((- y) & (~ (- y)))) | ((- y) & (~ (- y)))))))), x - y
(x + (- (((((- (~ (~ (((- (~ (x | (~ x)))) | (~ (x & y))) & (~ (~ (x & y))))))) & ((~ ((~ (~ (((- (~ (x | (~ x)))) | (~ (x & y))) & (~ (~ (x & y)))))) | (- (~ (~ (((- (~ (x | (~ x)))) | (~ (x & y))) & (~ (~ (x & y))))))))) + (- (~ (~ (((- (~ (x | (~ x)))) | (~ (x & y))) & ((~ (~ (x & y))) | (~ ((~ (x & y)) | ((- (~ (x & y))) + (~ y))))))))))) + (~ (x & y))) | y) & y))), x - y
(- (((~ (((((~ x) & (~ (x & y))) | (- (~ (- ((- ((~ x) & (~ (x & y)))) + (~ (x | (~ x)))))))) & (~ (((~ x) & (~ (x & y))) | (- (~ (- ((- ((~ x) & (~ (x & y)))) + (~ (x | (~ x)))))))))) ^ (~ (((~ x) & (~ (x & y))) & (((~ x) & (~ (x & y))) | (- (~ (- ((- ((~ x) & (~ (x & y)))) + (~ (x | (~ x)))))))))))) + y) + (- (x | (x ^ (~ x)))))), x - y
(x + (- ((~ ((x | ((~ ((~ (((- x) | (~ ((- x) & (- y)))) & (- y))) + (- y))) ^ ((- y) + (~ (- y))))) & ((- y) + ((~ (- y)) + (- ((- y) & ((- y) & (~ (- y))))))))) | (~ (~ (y | (y & (~ y)))))))), x - y
(- (~ (((~ x) + (((- x) + (- x)) + y)) + (- (((~ (((- x) + (- x)) & (~ ((- x) + (- x))))) + ((~ ((- x) + (- ((- x) + ((- x) + (- (~ (- x)))))))) + (- (~ y)))) + (((- x) + (- (x + (~ (x | (~ (x & (- x)))))))) + y)))))), x - y
(((- (~ x)) + (~ (((- (~ x)) + (- (~ ((- (~ x)) | (~ ((- (~ x)) & (~ (- (~ (- (x + (- (~ ((~ x) + (- x))))))))))))))) | (~ (- (~ (- (x + (- (~ ((~ x) + (- x)))))))))))) + (~ y)), x - y
(((- (~ x)) ^ (~ ((- (~ x)) + (~ (- (~ x)))))) + (((((- x) + (((- ((- x) + y)) + y) + (- y))) | (- (~ (- y)))) & (- y)) + (x + (~ x)))), x - y
(~ (((~ x) + (x + (y & (y | (- (~ (- ((~ ((- y) | (~ (y | (~ y))))) ^ ((y | (~ y)) | (~ (y | (~ y)))))))))))) + (- x))), x - y
(x + (~ ((~ x) + (- ((- x) + (- (((~ (((x | (((~ ((x + (- (~ (~ (x & (~ x)))))) & y)) ^ y) ^ y)) & y) | (- ((x | (~ (x & y))) & y)))) & ((x | (~ (x & y))) & y)) + ((x | (~ (x & y))) & y)))))))), x - y
((- (((- x) + (~ ((~ (- (~ ((~ (- x)) + ((- x) + ((- x) & (~ (x | (- x))))))))) & ((- x) + (~ ((- x) | (x & ((~ x) | (- x))))))))) + y)) + (x & (~ x))), x - y
((- (((- ((x | (~ (~ ((~ (x | y)) & (- (y + (- (y + y)))))))) ^ (- (~ ((- y) | (~ (- y))))))) + (- (((- y) & (~ (- y))) & (~ ((- y) & (~ (- y))))))) + (~ ((- y) | (~ (- y)))))) + (- y)), x - y
(~ ((~ (((~ (~ ((- x) | (- (~ ((- (~ (x | (~ x)))) + (~ ((~ (x | (~ x))) & (~ (~ (x | (~ x)))))))))))) + (x | (x ^ (((~ ((~ x) + (- x))) + ((- x) + y)) + (- y))))) | ((x + y) + (- y)))) + y)), x - y
(~ (x + ((~ x) + (- (~ ((~ ((~ x) | (~ (~ ((~ x) & (~ (x ^ ((x & (~ (~ (x | y)))) + (- y))))))))) ^ (~ (x ^ ((x & (x | (- (y + (- (y + y)))))) + (- y)))))))))), x - y
((~ x) + (x + (- ((- ((- (~ (x & (~ x)))) + (~ y))) + (~ (x | (x ^ (~ ((~ x) | ((~ ((~ x) & ((~ x) ^ (- (x + x))))) & ((~ x) ^ (- (x + x))))))))))))), x - y
((- (~ x)) + ((~ ((~ ((~ ((~ (x & (~ (x & y)))) | (~ (x & y)))) | (~ (~ (x & (y ^ (y & (~ y)))))))) ^ (~ (((~ ((~ (x & (~ (x & y)))) | (~ (x & y)))) | (~ (~ (x & (y ^ (y & (~ y))))))) & y)))) + (- (y & (y ^ (y & (~ y))))))), x - y
((~ x) + (~ (((- ((~ ((x + x) & ((x + x) | y))) + y)) + (- (~ ((~ (- (~ ((x + x) + (- y))))) | (~ ((- (~ ((x + x) + (- y)))) ^ (((x + x) + (- y)) + (~ ((x + x) + (- y)))))))))) + (- ((- (~ ((x + x) + (- y)))) + (- (~ (- (~ ((x + x) + (- y))))))))))), x - y
((- ((((~ (- (x + (- ((x + (~ x)) & y))))) + (- (x + (((~ (x | (- y))) ^ (- y)) & (- y))))) + (- (~ ((- (x + (- y))) + (- (x + (- y))))))) + (~ ((- (x + (- y))) + (~ y))))) + y), x - y
(~ (((~ ((- x) | (~ ((x | (~ x)) & (~ ((- ((x | (- y)) | ((x | (- y)) + (- ((x | (- y)) & (~ y)))))) + (~ (x & (- y))))))))) & (~ ((x | (~ x)) & (~ ((- (x | (- y))) + (~ (x & (- y)))))))) ^ (~ ((x | (~ x)) & (~ ((- (x | (- y))) + (~ ((~ ((~ (x & (- y))) ^ (- y))) ^ (- y))))))))), x - y
(x + (- (~ (x + (- (~ ((~ x) + (- (((~ x) | ((x & (- ((~ y) & (~ ((- (~ y)) & (~ (- (~ y)))))))) | (- ((~ y) & (~ ((- (~ y)) & (~ (- (~ y))))))))) & ((x & (- ((~ y) & (~ ((- (~ y)) & (~ ((- (~ y)) & ((~ y) ^ (~ ((~ y) & (- (~ y)))))))))))) | (- ((~ y) & (~ ((- (~ y)) & (~ (- (~ y))))))))))))))))), x - y
(~ (((x ^ (~ x)) ^ (x + (~ ((x & (~ x)) | (~ ((- y) & ((- y) | (- (y | (~ y)))))))))) & ((~ (~ (((x ^ (~ x)) ^ (x + (- y))) | (- ((x ^ (~ x)) ^ (x + (- y))))))) & ((x ^ ((~ x) | (~ (~ (x & (~ x)))))) ^ (x + (- y)))))), x - y
((x & ((x | (- (~ x))) | (x & (x & (- (~ x)))))) + (- (y & (((y + y) & (- ((y + (~ y)) ^ ((y + (~ y)) ^ (- (y + (~ y))))))) | (- ((y + (~ y)) ^ ((y + (~ y)) ^ (- (y + (~ y)))))))))), x - y
((- ((~ ((x + (x & (~ (x | y)))) + (~ ((x + (x & (~ (x | y)))) | (~ (((- y) | ((- (~ ((- y) | (~ (- y))))) + (~ ((~ ((- y) | (~ (- y)))) | (~ (~ ((- y) | (~ (- y))))))))) & (~ ((- y) | ((- (~ ((- y) | (~ (- y))))) + (~ ((~ ((- y) | (~ (- y)))) | (~ (~ ((- y) | (~ (- y)))))))))))))))) + (- (~ (((- y) | ((- (~ ((- y) | (~ (- y))))) + (~ ((~ ((- y) | (~ (- y)))) | (~ (~ ((- y) | (~ (- y))))))))) & (~ ((- y) | ((- (~ ((- y) | (~ (- y))))) + (~ ((~ ((- y) | (~ (- y)))) | (~ (~ ((- y) | (~ (- y))))))))))))))) + ((- y) | ((- (~ ((- y) | (~ (- y))))) + (~ ((~ ((- y) | (~ (- y)))) | (~ (~ ((- y) | (~ (- y)))))))))), x - y
((x + ((~ (((~ (- x)) ^ (x | (~ (x | (~ x))))) & (~ (x | (~ x))))) ^ y)) + ((~ ((x + ((~ (((~ (- x)) ^ (x | (~ (x | (~ x))))) & (~ (x | (~ x))))) ^ y)) | (~ ((x + ((~ (((~ (- x)) ^ (x | (~ (x | (~ x))))) & (~ (x | (~ x))))) ^ y)) & (- ((~ y) | ((~ y) ^ (y | (~ y))))))))) ^ (- (y | (~ y))))), x - y
(x + (- (~ (~ ((y | (- y)) & (y & ((y | (~ (~ (((~ y) & (- y)) | (- y))))) | ((y | (- y)) + ((y | (- y)) & ((y | (- y)) | ((~ (y | (y | (- y)))) + (- (~ (y & (~ (y & (y | (- y)))))))))))))))))), x - y
((((((~ (- x)) ^ (~ (~ (x | (~ x))))) + (~ (- (x + (- y))))) & y) ^ (x + (- (~ ((x ^ (~ x)) | (~ (x | (x ^ (~ x))))))))) + (- y)), x - y
(((x + (- (~ (x | ((~ x) | ((~ (- x)) & (~ (~ (x & (x | (- (~ (- x))))))))))))) + (- ((~ (- y)) + (- (y ^ (~ y)))))) ^ (~ ((- y) ^ (~ (- y))))), x - y
(~ (((((((~ (((~ x) ^ (x | (y ^ (~ y)))) & (y ^ (~ y)))) ^ (~ y)) ^ (~ (~ (x & (y ^ (~ y)))))) | (~ (x & (y ^ (~ y))))) ^ (~ (x & (y ^ (~ y))))) | (((~ (((~ x) ^ (x | (y ^ (~ (y & (y & (y | (y + y)))))))) & (y ^ (~ y)))) ^ (~ y)) ^ (~ (~ (x & (y ^ (~ y))))))) + (~ (x & (y ^ (~ y)))))), x - y
(x + (- (((~ ((~ ((((~ x) ^ y) ^ (y | (~ y))) & (~ ((~ (x ^ (~ (y & (~ y))))) ^ y)))) & (x ^ y))) ^ (x ^ (x | (x ^ (~ x))))) & y))), x - y
(~ ((((- (~ x)) + (~ ((~ (~ (((~ x) | y) & (((~ x) | y) | (- ((~ x) | y)))))) & y))) ^ (~ ((~ (~ ((((~ ((~ x) | y)) ^ (~ y)) | y) & (~ (((((~ ((~ x) | y)) ^ (~ y)) | y) ^ (((~ x) | y) | (- ((~ x) | y)))) | (~ (((~ x) | y) | (- ((~ x) | y))))))))) & y))) ^ (~ (~ ((~ (~ (((~ x) | y) & (((~ x) | y) | (- ((~ x) | y)))))) & y))))), x - y
((~ ((~ ((~ ((x | (x + (~ x))) & (- (((~ (x + (- y))) ^ (~ ((- (~ (x + (- y)))) + (~ ((x + (- y)) & (~ (~ ((x + (- y)) | (~ (x + (- y))))))))))) + (- (x + (- y))))))) & (x + (- y)))) + y)) + y), x - y
(- ((~ (((~ ((~ ((- x) & (~ ((- x) | (- (y + (- (y + y)))))))) | (~ ((- x) & (~ ((- x) | (- (y + (- (y + y)))))))))) ^ (~ ((~ ((~ ((- x) & (~ ((- x) | (- (y + (- (y + y)))))))) | (~ ((- x) & (~ ((- x) | (- (y + (- (y + y)))))))))) & ((- x) + ((~ (y + (- (y + y)))) + (- (~ ((- (y + (- (y + y)))) & (~ (- (y + (- (y + y))))))))))))) | ((- x) + ((~ (y + (- (y + y)))) + (- (~ ((- (y + (- (y + y)))) & (~ (- (y + (- (y + y)))))))))))) + ((- x) + ((~ (y + (- (y + y)))) + (- (~ ((- (y + (- (y + y)))) & (~ (- (y + (- (y + y)))))))))))), x - y
((~ ((((~ x) | (x & (x | ((~ ((~ ((~ x) | (~ (x & (~ x))))) + (~ (y & (y & (~ y)))))) + (x + (~ x)))))) + y) + (- x))) + (~ (x | (~ (x & (- x)))))), x - y
(((~ ((- (~ ((~ x) + (~ (~ ((~ (~ ((~ x) & (x ^ (~ x))))) | (x ^ (x ^ (~ (x & (~ (y ^ (~ y))))))))))))) + (- (y + ((- y) + (- y)))))) ^ (- x)) ^ (- x)), x - y
(((((~ (x & (x + (~ (x | y))))) ^ (((x & (x + (~ (x | y)))) & (~ y)) & y)) ^ (~ ((((~ (x & (x + (~ (x | y))))) ^ (((x & (x + (~ (x | y)))) & (~ y)) & y)) ^ (- y)) ^ ((~ (x & (x + (~ (x | y))))) ^ (((~ (~ ((~ ((~ (x & (x + (~ (x | y))))) & (x + (~ (x | y))))) & (x + (~ (x | y)))))) & (~ y)) & y))))) ^ (- y)) + (- y)), x - y
(x + ((~ (x | (~ x))) + (- (~ (y ^ (y | (~ (y | (~ (y | ((~ y) | ((~ y) | (y | (~ (y | (y ^ (y & (~ y)))))))))))))))))), x - y
